id,x,y,z
27018022.0,21.52541841093024,-20.51205947991367,23.753188989247295
19877258.0,-41.30477806112488,42.74080472961375,-1.6254779427655315
18921533.0,-11.257034723464663,-32.77618130449213,-15.965113375004389
14694741.0,-26.946015989451222,8.156290203918937,23.170817492471897
61976073.0,0.029295649916697197,-10.53647028225846,-7.345419653204958
62953290.0,26.665355274338864,-1.4612044822436623,-15.929657389978557
19485633.0,17.88029792719734,23.176670370988862,6.395734296827953
27264785.0,5.922440362612097,12.015900670198757,24.9510238067268
56132822.0,-62.41548554563076,32.67363402616941,-18.180525513158045
14783812.0,-41.65723110260983,76.90436171763807,28.73398415828902
17254875.0,-18.98545902841083,33.724491819039024,-17.542306762641594
61921896.0,10.094059902720279,49.36090708424281,-5.618419370096376
20768804.0,-54.32969729884441,47.753212684821946,-3.13149727181651
25884016.0,-63.21832901130243,21.872507944872204,-6.85757736477278
24621209.0,-0.5483300514002534,-11.751191700915182,-7.703720844713863
27284792.0,-30.415816488220155,30.781445371092993,-10.717877416685516
54436685.0,5.892222784652728,12.168674525924573,24.950711867730522
61971814.0,-0.5548887367945463,-11.637892905328847,-7.697242670929137
20304458.0,7.7350519320828734,18.68545983074377,-24.231259171464124
28686197.0,-58.69066238957546,23.994919693357726,-22.4969739135652
49801395.0,14.485645883312245,26.704167176111632,9.718164488304879
53221949.0,30.42803855211807,9.88894121838483,-15.039140088739408
50470880.0,-11.05781312315116,-32.75656057537742,-15.838927656598795
15273270.0,-15.859968761179495,5.557300579234599,27.042962775728455
26153382.0,-60.74262370396295,14.294407730720792,-5.7809897058783015
53228623.0,1.106524778149853,-36.285155630139926,7.64225926866652
51871456.0,17.816937857914095,23.160148941606128,6.406019923866338
59949249.0,-60.479500765014876,-0.4154515453720382,3.533509097087453
54417980.0,4.099083884414715,2.9597596138975826,27.310381663372716
53825219.0,21.516255667332736,-20.453255084105784,23.764188630897685
51274883.0,3.6799675550042537,-11.811830442839414,-2.0695738289610084
61598241.0,11.97058874285567,40.36528751452342,-0.7538914793630429
49644695.0,-51.29292841423259,39.53851158062678,-11.829947734117095
49645136.0,-48.85742046044449,41.24001308812613,-10.73786589187386
58536902.0,21.137983243763436,43.83705050349253,11.974203750784174
49649855.0,-51.265428903422766,39.50089088168496,-12.030787894957374
16249529.0,3.446220193370772,-27.32358771897823,-22.158102223343448
28436526.0,-57.96966046777743,13.57813868342383,-19.4137474486105
49799517.0,14.474224866519432,26.499834194677508,9.726069029573049
61920006.0,10.19052287045772,49.897620429308304,-6.067795460670734
24622993.0,-0.6348570266377571,-11.801300316190536,-7.792144328791538
53859942.0,10.69158783843882,-6.8558556250700695,29.524770652720235
50540124.0,22.70279720348761,31.420053826320583,21.286602513493772
12701356.0,32.85437863657108,31.732290233427833,4.45228593226741
28203193.0,-43.59033774228974,57.48322291576041,14.19601205161236
61977355.0,-0.6979046450831645,-11.73214109841,-7.8620461731259095
51878683.0,-54.203406539039136,60.29958699319347,-14.42124516102259
57257126.0,4.847494784256212,-34.54390102494841,20.986498054804965
56213611.0,14.770944413843687,57.65152763338528,-8.559531236861528
22101430.0,-18.187973825804917,25.430526463918728,2.069977176999366
56766720.0,9.573985976269913,49.115136618185986,-1.0237175943052907
50469897.0,-11.208000371833396,-32.75575075272877,-15.933287282379839
60030947.0,-10.769269523226285,-38.49087811763109,0.15436497729680632
60886955.0,10.8723465046209,38.17062847873633,0.0452161167059586
57263450.0,12.57944283302804,13.790062879336427,-29.57290277408604
16749732.0,24.063333636889027,38.09830284408657,12.860636725260294
49680978.0,-51.27217010241732,39.53870463946327,-11.893842928332827
25506524.0,36.756458847023886,5.821847697006053,-22.820902931687613
27466971.0,-21.170299528694404,-26.804847345283513,12.329391211181163
57307913.0,-6.360658407527743,-38.23561457720197,-11.432910165435363
27389951.0,13.02324194030182,23.720519083815997,8.40672814060165
16466932.0,-52.64892087988807,10.209070114544627,-24.230096843225393
58716291.0,30.307598291704245,55.98308220998684,-13.088689833479442
58324400.0,-68.07857027695322,11.826109906877582,22.424276050635935
16910586.0,-28.83649120225582,71.53931389798866,28.371019196361917
51234797.0,-59.78595970456981,-17.422923487642148,18.406375408066893
51935744.0,-8.085146302855364,30.783014920960646,29.832326187346393
21656579.0,-60.83147321903,-0.3228136006405862,4.110608574999631
60034319.0,-9.666516079317962,-38.29955036682205,0.006976989066561856
54395194.0,22.881098745151185,-13.567216879103123,-10.776210240282484
26760205.0,-48.23248203095471,38.208329607317765,-16.020836767445726
56102786.0,-58.916351037957035,34.21903164467404,-18.63017528431331
50513801.0,21.92045712564241,2.2327742333920497,-1.121109018548852
61915091.0,10.20797308061174,49.33982095687516,-5.58404539854372
62021353.0,7.7906309891210075,-12.70469658729926,3.3764745971400605
62977814.0,31.30348165083489,0.07708382991392249,-19.478404481908502
53190205.0,-29.005115090622915,35.27187602017845,-10.524167647775482
60029832.0,-10.506588047977854,-37.8905454846684,-0.21264842413207496
56113532.0,-59.23600845352698,34.162311770577546,-18.677973837582414
60026213.0,-10.764252349870572,-38.5231482795514,-0.004866529717839185
50571335.0,-7.374956760117112,48.62932988551595,12.557893562497972
61966596.0,-3.316195297321216,-10.881558195425068,-8.339075929051644
53829745.0,-39.09495824655013,11.274185771504932,28.133729512919608
